DSE_ID,COLL_ID,ENDPOINT_ID,ENDPOINT_URL,MSG_ID,TIME_STAMP,id,att1,att2,att3,att4,att5,attt6,label
1,1,1,http://192.168.0.124,2291,2019-07-20 13:01:46.583116673,769,0,1,7,0,257,818,0
1,1,1,http://192.168.0.124,2292,2019-07-20 13:01:46.583567108,23,0,1,7,0,311,354,0
1,1,1,http://192.168.0.124,2293,2019-07-20 13:01:46.584063469,114,4,2,2,0,89,41,0
1,1,1,http://192.168.0.124,2294,2019-07-20 13:01:46.584539390,660,0,1,7,0,192,491,0
1,1,1,http://192.168.0.124,2295,2019-07-20 13:01:46.585050338,893,0,1,7,0,192,755,0
1,1,1,http://192.168.0.124,2296,2019-07-20 13:01:46.585420890,53,0,1,7,0,341,1473,0
1,1,1,http://192.168.0.124,2297,2019-07-20 13:01:46.586071238,987,0,1,7,0,210,1295,0
1,1,1,http://192.168.0.124,2298,2019-07-20 13:01:46.586516344,878,0,1,12,0,1533,330,0
1,1,1,http://192.168.0.124,2299,2019-07-20 13:01:46.587020083,110,0,1,7,0,322,424,0
1,1,1,http://192.168.0.124,2300,2019-07-20 13:01:46.587471237,91,0,1,7,0,309,1109,0
1,1,1,http://192.168.0.124,2301,2019-07-20 13:01:46.587945303,128,0,1,7,0,279,891,0
1,1,1,http://192.168.0.124,2302,2019-07-20 13:01:46.588305697,363,0,1,7,0,219,643,0
1,1,1,http://192.168.0.124,2303,2019-07-20 13:01:46.589163676,251,0,1,7,0,296,6903,0
1,1,1,http://192.168.0.124,2304,2019-07-20 13:01:46.589896184,744,0,1,7,0,207,308,0
1,1,1,http://192.168.0.124,2305,2019-07-20 13:01:46.590368636,778,0,1,7,0,214,609,0
1,1,1,http://192.168.0.124,2306,2019-07-20 13:01:46.590824436,819,0,1,7,0,315,3730,0
1,1,1,http://192.168.0.124,2307,2019-07-20 13:01:46.591231353,310,0,1,7,0,274,1046,0
1,1,1,http://192.168.0.124,2308,2019-07-20 13:01:46.591725845,849,0,1,11,1,0,0,1
1,1,1,http://192.168.0.124,2309,2019-07-20 13:01:46.592192356,247,0,2,2,0,79,32,0
1,1,1,http://192.168.0.124,2310,2019-07-20 13:01:46.592704300,796,0,1,7,0,303,280,0
1,1,1,http://192.168.0.124,2311,2019-07-20 13:01:46.593362455,919,0,1,7,0,309,1008,0
1,1,1,http://192.168.0.124,2312,2019-07-20 13:01:46.594084636,214,0,1,11,1,0,0,1
1,1,1,http://192.168.0.124,2313,2019-07-20 13:01:46.594450790,429,0,1,7,0,257,23652,0
1,1,1,http://192.168.0.124,2314,2019-07-20 13:01:46.594938767,117,0,1,7,0,234,1035,0
1,1,1,http://192.168.0.124,2315,2019-07-20 13:01:46.595407253,998,0,1,11,1,0,0,1
1,1,1,http://192.168.0.124,2316,2019-07-20 13:01:46.595883683,547,0,1,5,0,8,0,0
1,1,1,http://192.168.0.124,2317,2019-07-20 13:01:46.596337141,144,0,1,11,1,0,0,1
1,1,1,http://192.168.0.124,2318,2019-07-20 13:01:46.596789006,948,0,1,7,0,225,1632,0
1,1,1,http://192.168.0.124,2319,2019-07-20 13:01:46.597161822,718,0,1,12,0,4031,322,0
1,1,1,http://192.168.0.124,2320,2019-07-20 13:01:46.597626744,567,1,1,12,0,1148,327,0
1,1,1,http://192.168.0.124,2321,2019-07-20 13:01:46.598099363,120,0,1,11,1,0,0,1
1,1,1,http://192.168.0.124,2322,2019-07-20 13:01:46.598636491,504,0,1,7,0,323,12547,0
1,1,1,http://192.168.0.124,2323,2019-07-20 13:01:46.599094693,729,0,1,7,0,213,261,0
1,1,1,http://192.168.0.124,2324,2019-07-20 13:01:46.599481265,219,0,1,7,0,277,4183,0
1,1,1,http://192.168.0.124,2325,2019-07-20 13:01:46.599965015,695,0,1,7,0,233,2019,0
1,1,1,http://192.168.0.124,2326,2019-07-20 13:01:46.600435065,475,79,1,7,0,231,328,0
1,1,1,http://192.168.0.124,2327,2019-07-20 13:01:46.600895579,140,0,1,7,0,222,773,0
1,1,1,http://192.168.0.124,2328,2019-07-20 13:01:46.601388914,308,0,1,5,0,9,139,0
1,1,1,http://192.168.0.124,2329,2019-07-20 13:01:46.602053476,782,0,1,11,1,0,0,1
1,1,1,http://192.168.0.124,2330,2019-07-20 13:01:46.602413394,860,0,1,7,0,302,1263,0
1,1,1,http://192.168.0.124,2331,2019-07-20 13:01:46.602888482,483,0,1,7,0,301,544,0
1,1,1,http://192.168.0.124,2332,2019-07-20 13:01:46.603381470,55,0,1,7,0,311,4896,0
1,1,1,http://192.168.0.124,2333,2019-07-20 13:01:46.603881690,441,0,1,7,0,308,934,0
1,1,1,http://192.168.0.124,2334,2019-07-20 13:01:46.604367570,779,0,1,7,0,309,757,0
1,1,1,http://192.168.0.124,2335,2019-07-20 13:01:46.604989936,976,0,1,7,0,195,1666,0
1,1,1,http://192.168.0.124,2336,2019-07-20 13:01:46.605476099,662,0,1,7,0,231,36340,0
1,1,1,http://192.168.0.124,2337,2019-07-20 13:01:46.605972512,255,0,1,7,0,313,5545,0
1,1,1,http://192.168.0.124,2338,2019-07-20 13:01:46.606340674,331,0,1,11,1,0,0,1
1,1,1,http://192.168.0.124,2339,2019-07-20 13:01:46.606790057,129,0,1,7,0,343,1988,0
1,1,1,http://192.168.0.124,2340,2019-07-20 13:01:46.607239311,530,0,1,7,0,216,316,0
1,1,1,http://192.168.0.124,2341,2019-07-20 13:01:46.607690566,631,0,1,7,0,204,17602,0
1,1,1,http://192.168.0.124,2342,2019-07-20 13:01:46.608188470,960,0,2,10,0,48,48,0
1,1,1,http://192.168.0.124,2343,2019-07-20 13:01:46.608656931,551,0,1,8,1,0,0,1
1,1,1,http://192.168.0.124,2344,2019-07-20 13:01:46.609050612,787,0,1,11,1,0,0,1
1,1,1,http://192.168.0.124,2345,2019-07-20 13:01:46.609585119,649,0,1,7,0,305,944,0
1,1,1,http://192.168.0.124,2346,2019-07-20 13:01:46.610076447,701,0,1,7,0,233,504,0
1,1,1,http://192.168.0.124,2347,2019-07-20 13:01:46.610524030,646,0,1,7,0,242,1416,0
1,1,1,http://192.168.0.124,2348,2019-07-20 13:01:46.610974808,874,0,1,12,0,2302,410,0
1,1,1,http://192.168.0.124,2349,2019-07-20 13:01:46.611484880,476,0,2,2,0,89,0,0
1,1,1,http://192.168.0.124,2350,2019-07-20 13:01:46.611878780,534,0,1,7,0,160,7226,0
1,1,1,http://192.168.0.124,2351,2019-07-20 13:01:46.612329550,438,0,1,12,0,780,326,0
1,1,1,http://192.168.0.124,2352,2019-07-20 13:01:46.613299159,925,0,0,4,0,30,0,0
1,1,1,http://192.168.0.124,2353,2019-07-20 13:01:46.613899446,324,0,1,7,0,231,1046,0
1,1,1,http://192.168.0.124,2354,2019-07-20 13:01:46.614364575,439,0,1,7,0,155,2026,0
1,1,1,http://192.168.0.124,2355,2019-07-20 13:01:46.614733616,836,1,1,12,0,1338,334,0
1,1,1,http://192.168.0.124,2356,2019-07-20 13:01:46.615415123,373,0,1,7,0,208,934,0
1,1,1,http://192.168.0.124,2357,2019-07-20 13:01:46.615918749,332,0,1,7,0,329,1735,0
1,1,1,http://192.168.0.124,2358,2019-07-20 13:01:46.616381499,623,0,1,7,0,219,1337,0
1,1,1,http://192.168.0.124,2359,2019-07-20 13:01:46.616837646,770,0,1,7,0,308,2345,0
1,1,1,http://192.168.0.124,2360,2019-07-20 13:01:46.617291410,33,0,1,7,0,223,384,0
1,1,1,http://192.168.0.124,2361,2019-07-20 13:01:46.617758083,132,0,1,11,1,0,0,1
1,1,1,http://192.168.0.124,2362,2019-07-20 13:01:46.618220478,535,0,1,7,0,177,3525,0
1,1,1,http://192.168.0.124,2363,2019-07-20 13:01:46.618673747,380,0,1,7,0,277,891,0
1,1,1,http://192.168.0.124,2364,2019-07-20 13:01:46.619135063,605,0,1,11,1,0,0,1
1,1,1,http://192.168.0.124,2365,2019-07-20 13:01:46.619584520,719,0,1,7,0,216,17733,0
1,1,1,http://192.168.0.124,2366,2019-07-20 13:01:46.620051572,340,0,1,7,0,289,8841,0
1,1,1,http://192.168.0.124,2367,2019-07-20 13:01:46.620419142,913,0,1,7,0,316,1416,0
1,1,1,http://192.168.0.124,2368,2019-07-20 13:01:46.620876760,706,0,1,7,0,193,1639,0
1,1,1,http://192.168.0.124,2369,2019-07-20 13:01:46.621336616,857,0,1,7,0,217,2658,0
1,1,1,http://192.168.0.124,2370,2019-07-20 13:01:46.621890898,935,0,1,7,0,335,918,0
1,1,1,http://192.168.0.124,2371,2019-07-20 13:01:46.622347965,501,0,1,7,0,201,706,0
1,1,1,http://192.168.0.124,2372,2019-07-20 13:01:46.622765312,914,0,1,12,0,971,335,0
1,1,1,http://192.168.0.124,2373,2019-07-20 13:01:46.623232095,780,0,1,7,0,395,448,0
1,1,1,http://192.168.0.124,2374,2019-07-20 13:01:46.623712815,423,0,1,7,0,315,12161,0
1,1,1,http://192.168.0.124,2375,2019-07-20 13:01:46.624176673,274,0,1,11,1,0,0,1
1,1,1,http://192.168.0.124,2376,2019-07-20 13:01:46.624676038,185,0,1,7,0,192,382,0
1,1,1,http://192.168.0.124,2377,2019-07-20 13:01:46.625491674,5,0,1,7,0,200,3166,0
1,1,1,http://192.168.0.124,2378,2019-07-20 13:01:46.626044671,751,0,0,4,0,30,0,0
1,1,1,http://192.168.0.124,2379,2019-07-20 13:01:46.626423749,28,0,1,7,0,212,1940,0
1,1,1,http://192.168.0.124,2380,2019-07-20 13:01:46.626908244,844,0,1,7,0,211,3292,0
1,1,1,http://192.168.0.124,2381,2019-07-20 13:01:46.627365006,1009,0,1,7,0,233,1719,0
1,1,1,http://192.168.0.124,2382,2019-07-20 13:01:46.627818260,619,0,1,7,0,239,1691,0
1,1,1,http://192.168.0.124,2383,2019-07-20 13:01:46.628319477,369,0,1,7,0,203,2785,0
1,1,1,http://192.168.0.124,2384,2019-07-20 13:01:46.628834220,420,0,1,12,0,523,277,0
1,1,1,http://192.168.0.124,2385,2019-07-20 13:01:46.629212279,277,0,1,11,1,0,0,1
1,1,1,http://192.168.0.124,2386,2019-07-20 13:01:46.629768054,105,0,1,7,0,239,968,0
1,1,1,http://192.168.0.124,2387,2019-07-20 13:01:46.630257684,313,0,1,11,1,0,0,1
1,1,1,http://192.168.0.124,2388,2019-07-20 13:01:46.630767268,838,0,1,7,0,288,9477,0
1,1,1,http://192.168.0.124,2389,2019-07-20 13:01:46.631223596,959,0,1,7,0,208,2000,0
1,1,1,http://192.168.0.124,2390,2019-07-20 13:01:46.631634092,818,0,1,11,1,0,0,1
1,1,1,http://192.168.0.124,2391,2019-07-20 13:01:46.632118293,123,0,1,7,0,296,316,0
1,1,1,http://192.168.0.124,2392,2019-07-20 13:01:46.632567567,477,0,0,3,0,30,0,0
1,1,1,http://192.168.0.124,2393,2019-07-20 13:01:46.633148658,42,0,1,7,0,244,1256,0
1,1,1,http://192.168.0.124,2394,2019-07-20 13:01:46.633610557,320,0,1,7,0,297,2000,0
1,1,1,http://192.168.0.124,2395,2019-07-20 13:01:46.634068288,831,0,1,7,0,302,1263,0
1,1,1,http://192.168.0.124,2396,2019-07-20 13:01:46.634428211,153,0,1,7,0,257,459,0
1,1,1,http://192.168.0.124,2397,2019-07-20 13:01:46.634923575,1006,0,1,11,1,0,0,1
1,1,1,http://192.168.0.124,2398,2019-07-20 13:01:46.635379279,178,0,1,11,1,0,0,1
1,1,1,http://192.168.0.124,2399,2019-07-20 13:01:46.635866067,323,0,1,7,0,285,25519,0
1,1,1,http://192.168.0.124,2400,2019-07-20 13:01:46.637476159,538,257,1,13,0,181,1222,0
1,1,1,http://192.168.0.124,2401,2019-07-20 13:01:46.638278371,248,0,1,11,1,0,0,1
1,1,1,http://192.168.0.124,2402,2019-07-20 13:01:46.638669896,994,0,1,7,0,198,74810,0
1,1,1,http://192.168.0.124,2403,2019-07-20 13:01:46.639138141,50,0,1,7,0,245,11660,0
1,1,1,http://192.168.0.124,2404,2019-07-20 13:01:46.639668158,733,0,1,7,0,281,757,0
1,1,1,http://192.168.0.124,2405,2019-07-20 13:01:46.640131314,548,0,1,11,1,0,0,1
1,1,1,http://192.168.0.124,2406,2019-07-20 13:01:46.640588104,514,0,1,7,0,199,2596,0
1,1,1,http://192.168.0.124,2407,2019-07-20 13:01:46.640960619,95,0,1,11,1,0,0,1
1,1,1,http://192.168.0.124,2408,2019-07-20 13:01:46.641424826,947,0,1,7,0,229,2083,0
1,1,1,http://192.168.0.124,2409,2019-07-20 13:01:46.641924153,485,0,1,7,0,207,1415,0
1,1,1,http://192.168.0.124,2410,2019-07-20 13:01:46.642492501,608,0,1,7,0,339,993,0
1,1,1,http://192.168.0.124,2411,2019-07-20 13:01:46.642982808,758,0,1,7,0,219,1571,0
1,1,1,http://192.168.0.124,2412,2019-07-20 13:01:46.643446011,88,0,1,7,0,239,638,0
1,1,1,http://192.168.0.124,2413,2019-07-20 13:01:46.643819528,983,21,1,6,0,227,766,0
1,1,1,http://192.168.0.124,2414,2019-07-20 13:01:46.644283529,843,0,1,7,0,277,632,0
1,1,1,http://192.168.0.124,2415,2019-07-20 13:01:46.644740288,645,0,1,11,1,0,0,1
1,1,1,http://192.168.0.124,2416,2019-07-20 13:01:46.645203010,82,0,1,7,0,207,6192,0
1,1,1,http://192.168.0.124,2417,2019-07-20 13:01:46.645663791,377,0,1,7,0,306,1721,0
1,1,1,http://192.168.0.124,2418,2019-07-20 13:01:46.646127776,49,0,1,7,0,333,2019,0
1,1,1,http://192.168.0.124,2419,2019-07-20 13:01:46.646493344,10,0,1,11,1,0,0,1
1,1,1,http://192.168.0.124,2420,2019-07-20 13:01:46.646951928,965,0,1,7,0,328,1565,0
1,1,1,http://192.168.0.124,2421,2019-07-20 13:01:46.647529919,657,0,1,7,0,268,338,0
1,1,1,http://192.168.0.124,2422,2019-07-20 13:01:46.648055639,465,0,1,7,0,214,25519,0
1,1,1,http://192.168.0.124,2423,2019-07-20 13:01:46.648550916,467,0,1,7,0,241,253,0
1,1,1,http://192.168.0.124,2424,2019-07-20 13:01:46.648940495,225,0,1,7,0,259,3917,0
1,1,1,http://192.168.0.124,2425,2019-07-20 13:01:46.649400625,664,0,1,7,0,215,2075,0
1,1,1,http://192.168.0.124,2426,2019-07-20 13:01:46.650046610,137,0,1,7,0,280,2071,0
1,1,1,http://192.168.0.124,2427,2019-07-20 13:01:46.650520181,612,0,1,7,0,300,3218,0
1,1,1,http://192.168.0.124,2428,2019-07-20 13:01:46.650980435,382,0,1,7,0,200,658,0
1,1,1,http://192.168.0.124,2429,2019-07-20 13:01:46.651446857,862,0,1,7,0,213,12446,0
1,1,1,http://192.168.0.124,2430,2019-07-20 13:01:46.651897887,398,0,1,7,0,225,11059,0
1,1,1,http://192.168.0.124,2431,2019-07-20 13:01:46.652359904,83,0,1,7,0,213,2325,0
1,1,1,http://192.168.0.124,2432,2019-07-20 13:01:46.652908026,264,0,1,12,0,946,331,0
1,1,1,http://192.168.0.124,2433,2019-07-20 13:01:46.653416271,245,0,1,7,0,212,984,0
1,1,1,http://192.168.0.124,2434,2019-07-20 13:01:46.653921830,461,0,1,7,0,203,316,0
1,1,1,http://192.168.0.124,2435,2019-07-20 13:01:46.654427902,361,0,1,11,1,0,0,1
1,1,1,http://192.168.0.124,2436,2019-07-20 13:01:46.654867851,463,0,1,7,0,198,609,0
1,1,1,http://192.168.0.124,2437,2019-07-20 13:01:46.655369332,241,0,1,7,0,212,1227,0
1,1,1,http://192.168.0.124,2438,2019-07-20 13:01:46.655867699,286,0,1,7,0,309,3368,0
1,1,1,http://192.168.0.124,2439,2019-07-20 13:01:46.656328000,374,0,1,7,0,156,4145,0
1,1,1,http://192.168.0.124,2440,2019-07-20 13:01:46.656787089,963,0,1,7,0,317,4973,0
1,1,1,http://192.168.0.124,2441,2019-07-20 13:01:46.657161474,822,0,1,7,0,216,1645,0
1,1,1,http://192.168.0.124,2442,2019-07-20 13:01:46.657714031,118,0,1,12,0,15744,1869,0
1,1,1,http://192.168.0.124,2443,2019-07-20 13:01:46.658235356,824,0,1,5,0,9,140,0
1,1,1,http://192.168.0.124,2444,2019-07-20 13:01:46.658694329,261,0,1,12,0,9640,489,0
1,1,1,http://192.168.0.124,2445,2019-07-20 13:01:46.659075011,237,1,1,12,0,1550,326,0
1,1,1,http://192.168.0.124,2446,2019-07-20 13:01:46.659529320,194,0,1,12,0,1705,494,0
1,1,1,http://192.168.0.124,2447,2019-07-20 13:01:46.659996626,456,0,1,7,0,241,944,0
1,1,1,http://192.168.0.124,2448,2019-07-20 13:01:46.660787734,1008,0,1,7,0,235,3211,0
1,1,1,http://192.168.0.124,2449,2019-07-20 13:01:46.661584207,60,0,1,11,1,0,0,1
1,1,1,http://192.168.0.124,2450,2019-07-20 13:01:46.662019108,820,0,1,7,0,260,1984,0
1,1,1,http://192.168.0.124,2451,2019-07-20 13:01:46.662493213,391,0,2,10,0,48,48,0
1,1,1,http://192.168.0.124,2452,2019-07-20 13:01:46.663000510,67,0,1,7,0,237,1691,0
1,1,1,http://192.168.0.124,2453,2019-07-20 13:01:46.663467018,506,0,1,7,0,309,491,0
1,1,1,http://192.168.0.124,2454,2019-07-20 13:01:46.663958645,414,0,1,7,0,192,7355,0
1,1,1,http://192.168.0.124,2455,2019-07-20 13:01:46.664424388,828,0,1,7,0,215,1869,0
1,1,1,http://192.168.0.124,2456,2019-07-20 13:01:46.664801245,549,0,1,7,0,234,335,0
1,1,1,http://192.168.0.124,2457,2019-07-20 13:01:46.665267404,786,0,1,11,1,0,0,1
1,1,1,http://192.168.0.124,2458,2019-07-20 13:01:46.665825196,985,0,1,11,1,0,0,1
1,1,1,http://192.168.0.124,2459,2019-07-20 13:01:46.666296920,125,0,1,7,0,349,1425,0
1,1,1,http://192.168.0.124,2460,2019-07-20 13:01:46.666764969,197,0,1,7,0,212,1309,0
1,1,1,http://192.168.0.124,2461,2019-07-20 13:01:46.667230242,720,0,1,7,0,305,934,0
1,1,1,http://192.168.0.124,2462,2019-07-20 13:01:46.667608709,416,0,1,11,1,0,0,1
1,1,1,http://192.168.0.124,2463,2019-07-20 13:01:46.668078924,966,0,1,7,0,280,2071,0
1,1,1,http://192.168.0.124,2464,2019-07-20 13:01:46.668535059,875,0,1,7,0,152,5476,0
1,1,1,http://192.168.0.124,2465,2019-07-20 13:01:46.669033891,370,0,1,12,0,3366,329,0
1,1,1,http://192.168.0.124,2466,2019-07-20 13:01:46.669617845,500,0,1,7,0,210,1663,0
1,1,1,http://192.168.0.124,2467,2019-07-20 13:01:46.670004973,594,0,1,7,0,219,11283,0
1,1,1,http://192.168.0.124,2468,2019-07-20 13:01:46.670465787,134,0,1,7,0,223,1600,0
1,1,1,http://192.168.0.124,2469,2019-07-20 13:01:46.670932337,201,0,1,11,1,0,0,1
1,1,1,http://192.168.0.124,2470,2019-07-20 13:01:46.671400298,837,0,1,7,0,244,6259,0
1,1,1,http://192.168.0.124,2471,2019-07-20 13:01:46.671864880,670,0,1,7,0,337,22524,0
1,1,1,http://192.168.0.124,2472,2019-07-20 13:01:46.672383912,570,0,1,12,0,887,326,0
1,1,1,http://192.168.0.124,2473,2019-07-20 13:01:46.672804383,883,0,1,12,0,3574,494,0
1,1,1,http://192.168.0.124,2474,2019-07-20 13:01:46.673360844,899,0,1,11,1,0,0,1
1,1,1,http://192.168.0.124,2475,2019-07-20 13:01:46.673862728,360,0,1,7,0,0,514,0
1,1,1,http://192.168.0.124,2476,2019-07-20 13:01:46.674334998,707,0,1,7,0,226,9703,0
1,1,1,http://192.168.0.124,2477,2019-07-20 13:01:46.674860078,79,0,1,7,0,222,321,0
1,1,1,http://192.168.0.124,2478,2019-07-20 13:01:46.675325755,210,0,1,7,0,281,757,0
1,1,1,http://192.168.0.124,2479,2019-07-20 13:01:46.675733077,505,0,1,7,0,238,6078,0
1,1,1,http://192.168.0.124,2480,2019-07-20 13:01:46.676214914,16,0,1,7,0,223,1719,0
1,1,1,http://192.168.0.124,2481,2019-07-20 13:01:46.676710780,942,0,1,7,0,281,755,0
1,1,1,http://192.168.0.124,2482,2019-07-20 13:01:46.677175022,402,0,1,11,1,0,0,1
1,1,1,http://192.168.0.124,2483,2019-07-20 13:01:46.677638860,63,0,1,7,0,312,2131,0
1,1,1,http://192.168.0.124,2484,2019-07-20 13:01:46.678016785,768,0,1,11,1,0,0,1
1,1,1,http://192.168.0.124,2485,2019-07-20 13:01:46.678561570,725,20,1,6,0,226,767,0
1,1,1,http://192.168.0.124,2486,2019-07-20 13:01:46.679042969,642,0,1,7,0,317,1726,0
1,1,1,http://192.168.0.124,2487,2019-07-20 13:01:46.679506368,835,0,1,11,1,0,0,1
1,1,1,http://192.168.0.124,2488,2019-07-20 13:01:46.679969590,864,0,1,11,1,0,0,1
1,1,1,http://192.168.0.124,2489,2019-07-20 13:01:46.680462344,774,0,1,7,0,163,30113,0
1,1,1,http://192.168.0.124,2490,2019-07-20 13:01:46.681107349,508,0,1,7,0,358,13478,0
1,1,1,http://192.168.0.124,2491,2019-07-20 13:01:46.681571841,490,0,1,7,0,312,866,0
1,1,1,http://192.168.0.124,2492,2019-07-20 13:01:46.682151611,852,0,1,7,0,211,373,0
1,1,1,http://192.168.0.124,2493,2019-07-20 13:01:46.682702101,253,0,1,7,0,333,2019,0
1,1,1,http://192.168.0.124,2494,2019-07-20 13:01:46.683138636,723,0,1,7,0,234,255,0
1,1,1,http://192.168.0.124,2495,2019-07-20 13:01:46.683664200,650,0,1,7,0,318,1680,0
1,1,1,http://192.168.0.124,2496,2019-07-20 13:01:46.684145078,330,0,1,12,0,1468,421,0
1,1,1,http://192.168.0.124,2497,2019-07-20 13:01:46.685107445,929,0,1,7,0,232,1721,0
1,1,1,http://192.168.0.124,2498,2019-07-20 13:01:46.685969544,327,0,1,7,0,216,13655,0
1,1,1,http://192.168.0.124,2499,2019-07-20 13:01:46.686452807,80,0,1,12,0,620,329,0
1,1,1,http://192.168.0.124,2500,2019-07-20 13:01:46.686882619,139,0,1,7,0,218,1484,0
1,1,1,http://192.168.0.124,2501,2019-07-20 13:01:46.687384826,213,0,1,7,0,228,1192,0
1,1,1,http://192.168.0.124,2502,2019-07-20 13:01:46.687879554,804,0,1,7,0,309,909,0
1,1,1,http://192.168.0.124,2503,2019-07-20 13:01:46.688353748,840,0,1,7,0,212,566,0
1,1,1,http://192.168.0.124,2504,2019-07-20 13:01:46.688850169,328,0,1,12,0,813,372,0
1,1,1,http://192.168.0.124,2505,2019-07-20 13:01:46.689237682,497,0,1,7,0,233,1645,0
1,1,1,http://192.168.0.124,2506,2019-07-20 13:01:46.689796635,13,0,1,7,0,188,74810,0
1,1,1,http://192.168.0.124,2507,2019-07-20 13:01:46.690274996,379,0,1,7,0,155,4145,0
1,1,1,http://192.168.0.124,2508,2019-07-20 13:01:46.690746538,169,0,1,7,0,208,324,0
1,1,1,http://192.168.0.124,2509,2019-07-20 13:01:46.691295105,588,0,1,7,0,277,891,0
1,1,1,http://192.168.0.124,2510,2019-07-20 13:01:46.691858457,30,0,1,7,0,197,2531,0
1,1,1,http://192.168.0.124,2511,2019-07-20 13:01:46.692294573,145,0,1,7,0,314,1108,0
1,1,1,http://192.168.0.124,2512,2019-07-20 13:01:46.692806884,351,0,1,11,1,0,0,1
1,1,1,http://192.168.0.124,2513,2019-07-20 13:01:46.693282917,553,0,1,7,0,308,1483,0
1,1,1,http://192.168.0.124,2514,2019-07-20 13:01:46.693782742,639,0,1,7,0,223,5668,0
1,1,1,http://192.168.0.124,2515,2019-07-20 13:01:46.694251858,957,0,1,7,0,308,1492,0
1,1,1,http://192.168.0.124,2516,2019-07-20 13:01:46.694720211,889,0,1,7,0,232,8766,0
1,1,1,http://192.168.0.124,2517,2019-07-20 13:01:46.695105294,528,0,1,11,1,0,0,1
1,1,1,http://192.168.0.124,2518,2019-07-20 13:01:46.695568136,926,0,1,11,1,0,0,1
1,1,1,http://192.168.0.124,2519,2019-07-20 13:01:46.696045160,677,0,1,7,0,305,1819,0
1,1,1,http://192.168.0.124,2520,2019-07-20 13:01:46.696506957,211,0,1,11,1,0,0,1
1,1,1,http://192.168.0.124,2521,2019-07-20 13:01:46.696978721,378,0,1,7,0,298,9442,0
1,1,1,http://192.168.0.124,2522,2019-07-20 13:01:46.697363982,691,0,2,2,0,30,75,0
1,1,1,http://192.168.0.124,2523,2019-07-20 13:01:46.697976564,674,0,1,7,0,230,903,0
1,1,1,http://192.168.0.124,2524,2019-07-20 13:01:46.698486239,111,0,1,11,1,0,0,1
1,1,1,http://192.168.0.124,2525,2019-07-20 13:01:46.699008367,72,0,1,7,0,156,4027,0
1,1,1,http://192.168.0.124,2526,2019-07-20 13:01:46.699492119,234,0,1,11,1,0,0,1
1,1,1,http://192.168.0.124,2527,2019-07-20 13:01:46.700000974,293,0,1,7,0,220,313,0
1,1,1,http://192.168.0.124,2528,2019-07-20 13:01:46.700390719,610,0,1,7,0,223,1423,0
1,1,1,http://192.168.0.124,2529,2019-07-20 13:01:46.700859468,452,0,1,7,0,216,12640,0
1,1,1,http://192.168.0.124,2530,2019-07-20 13:01:46.701330656,447,0,1,11,1,0,0,1
1,1,1,http://192.168.0.124,2531,2019-07-20 13:01:46.701800748,449,0,1,7,0,309,757,0
1,1,1,http://192.168.0.124,2532,2019-07-20 13:01:46.702381037,520,0,1,7,0,297,5246,0
1,1,1,http://192.168.0.124,2533,2019-07-20 13:01:46.702887270,113,0,1,7,0,212,4433,0
1,1,1,http://192.168.0.124,2534,2019-07-20 13:01:46.703319078,848,0,1,12,0,2351,368,0
1,1,1,http://192.168.0.124,2535,2019-07-20 13:01:46.703827949,375,0,1,7,0,304,1046,0
1,1,1,http://192.168.0.124,2536,2019-07-20 13:01:46.704343089,355,0,1,7,0,331,1694,0
1,1,1,http://192.168.0.124,2537,2019-07-20 13:01:46.704843939,851,0,1,7,0,317,2075,0
1,1,1,http://192.168.0.124,2538,2019-07-20 13:01:46.705451215,99,0,1,7,0,304,1449,0
1,1,1,http://192.168.0.124,2539,2019-07-20 13:01:46.705866686,222,0,1,7,0,223,1721,0
